test,version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
1,v0.8.28,nbody_6.js 50000000,0,1695051370,2638292,node,0:00.16,644296,18368,9552,106.7,0.1,2,2,0:00,0,7416,14304,0,2623,0,18368,321,2,281,38,0,13.6,1.5,0.0,84.8,0.0,0.0,0.0,0.0,15794.9 MiB,2788.1 MiB,2102.2 MiB,10904.6 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13000.8 MiB
1,v0.8.28,nbody_6.js 50000000,1,1695051371,2638292,node,0:01.34,644296,18368,9552,100.0,0.1,2,2,0:01,0,7416,14304,0,2623,0,18368,321,2,281,38,0,13.0,1.5,0.0,85.5,0.0,0.0,0.0,0.0,15794.9 MiB,2795.0 MiB,2103.1 MiB,10896.8 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13007.7 MiB
1,v0.8.28,nbody_6.js 50000000,2,1695051372,2638292,node,0:02.52,644296,18368,9552,100.0,0.1,2,2,0:02,0,7416,14304,0,2623,0,18368,321,2,281,38,0,13.0,1.5,0.0,85.5,0.0,0.0,0.0,0.0,15794.9 MiB,2795.7 MiB,2102.4 MiB,10896.8 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13008.5 MiB
1,v0.8.28,nbody_6.js 50000000,3,1695051373,2638292,node,0:03.70,644296,22592,9552,106.7,0.1,2,6,0:03,0,7416,18400,0,3647,0,22592,321,2,281,38,0,12.9,0.8,0.0,86.4,0.0,0.0,0.0,0.0,15794.9 MiB,2791.1 MiB,2107.0 MiB,10896.8 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13003.8 MiB
1,v0.8.28,nbody_6.js 50000000,4,1695051374,2638292,node,0:04.88,644296,22592,9552,100.0,0.1,2,6,0:04,0,7416,18400,0,3647,0,22592,321,2,281,38,0,13.8,0.0,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,2790.3 MiB,2107.8 MiB,10896.8 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13003.1 MiB
1,v0.8.28,nbody_6.js 50000000,5,1695051376,2638292,node,0:06.06,644296,22592,9552,100.0,0.1,2,6,0:06,0,7416,18400,0,3647,0,22592,321,2,281,38,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,2789.8 MiB,2108.3 MiB,10896.8 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13002.6 MiB
1,v0.8.28,nbody_6.js 50000000,6,1695051377,2638292,node,0:07.24,644296,22592,9552,100.0,0.1,2,6,0:07,0,7416,18400,0,3647,0,22592,321,2,281,38,0,12.3,0.8,0.0,86.9,0.0,0.0,0.0,0.0,15794.9 MiB,2789.6 MiB,2108.5 MiB,10896.8 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13002.3 MiB
1,v0.8.28,nbody_6.js 50000000,7,1695051378,2638292,node,0:08.42,644296,22592,9552,100.0,0.1,2,6,0:08,0,7416,18400,0,3647,0,22592,321,2,281,38,0,12.8,1.5,0.0,85.7,0.0,0.0,0.0,0.0,15794.9 MiB,2789.8 MiB,2108.3 MiB,10896.8 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13002.6 MiB
1,v0.8.28,nbody_6.js 50000000,8,1695051379,2638292,node,0:09.60,644296,22592,9552,93.8,0.1,2,6,0:09,0,7416,18400,0,3647,0,22592,321,2,281,38,0,13.7,0.8,0.0,85.5,0.0,0.0,0.0,0.0,15794.9 MiB,2789.8 MiB,2108.3 MiB,10896.8 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13002.6 MiB
1,v0.8.28,nbody_6.js 50000000,9,1695051380,2638292,node,0:10.79,644296,22592,9552,106.7,0.1,2,6,0:10,0,7416,18400,0,3647,0,22592,321,2,281,38,0,13.6,0.8,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,2790.8 MiB,2107.3 MiB,10896.8 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13003.6 MiB
1,v0.8.28,nbody_6.js 50000000,10,1695051382,2638292,node,0:11.98,644296,22592,9552,106.2,0.1,2,6,0:11,0,7416,18400,0,3647,0,22592,321,2,281,38,0,12.9,0.8,0.0,86.4,0.0,0.0,0.0,0.0,15794.9 MiB,2791.6 MiB,2106.5 MiB,10896.8 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13004.3 MiB
1,v0.8.28,nbody_6.js 50000000,11,1695051383,2638292,node,0:13.15,644296,22592,9552,100.0,0.1,2,6,0:13,0,7416,18400,0,3647,0,22592,321,2,281,38,0,12.1,1.5,0.0,86.4,0.0,0.0,0.0,0.0,15794.9 MiB,2791.3 MiB,2106.8 MiB,10896.8 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13004.1 MiB
1,v0.8.28,nbody_6.js 50000000,12,1695051384,2638292,node,0:14.34,644296,22592,9552,100.0,0.1,2,6,0:14,0,7416,18400,0,3647,0,22592,321,2,281,38,0,13.5,0.8,0.0,85.7,0.0,0.0,0.0,0.0,15794.9 MiB,2790.8 MiB,2107.3 MiB,10896.8 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13003.6 MiB
1,v0.8.28,nbody_6.js 50000000,13,1695051385,2638292,node,0:15.51,644296,22592,9552,93.8,0.1,2,6,0:15,0,7416,18400,0,3647,0,22592,321,2,281,38,0,13.6,0.0,0.0,86.4,0.0,0.0,0.0,0.0,15794.9 MiB,2789.9 MiB,2108.2 MiB,10896.8 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13002.6 MiB
1,v0.8.28,nbody_6.js 50000000,14,1695051386,2638292,node,0:16.69,644296,22592,9552,93.8,0.1,2,2,0:16,0,7416,18400,0,3647,0,22592,321,2,281,38,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,2790.3 MiB,2107.7 MiB,10896.9 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13003.1 MiB
1,v0.8.28,nbody_6.js 50000000,15,1695051387,2638292,node,0:17.88,644296,22592,9552,100.0,0.1,2,6,0:17,0,7416,18400,0,3647,0,22592,321,2,281,38,0,12.1,1.5,0.0,86.4,0.0,0.0,0.0,0.0,15794.9 MiB,2791.1 MiB,2106.9 MiB,10896.9 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13003.9 MiB
