version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
v14.21.3,binaryTrees_1_original.js 21,0,1692266093,194400,node,0:00.30,695348,151024,28656,181.2,0.9,7,5,0:00,0,65160,166068,0,31k,0,151024,289,2,279,8,0,20.5,5.3,0.0,74.2,0.0,0.0,0.0,0.0,15795.0 MiB,6663.7 MiB,1779.7 MiB,7351.7 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,13328.7 MiB
v14.21.3,binaryTrees_1_original.js 21,1,1692266094,194400,node,0:08.11,3042132,428420,29140,641.7,2.6,17,4,0:08,0,65160,561044,0,99k,0,428420,289,1,280,8,0,83.6,11.3,0.0,5.0,0.0,0.0,0.0,0.0,15795.0 MiB,6397.4 MiB,2045.7 MiB,7351.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,13062.5 MiB
v14.21.3,binaryTrees_1_original.js 21,2,1692266096,194400,node,0:18.73,3107156,564108,29140,660.0,3.5,17,4,0:18,0,65160,628192,0,134k,0,564108,289,1,280,8,0,88.0,10.8,0.0,1.2,0.0,0.0,0.0,0.0,15795.0 MiB,6268.4 MiB,2182.7 MiB,7343.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,12933.6 MiB
v14.21.3,binaryTrees_1_original.js 21,3,1692266097,194400,node,0:30.15,3209044,668388,29140,634.6,4.1,17,4,0:30,0,65160,731672,0,160k,0,668388,289,1,280,8,0,89.3,9.2,0.0,1.5,0.0,0.0,0.0,0.0,15795.0 MiB,6158.4 MiB,2291.8 MiB,7344.8 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,12824.4 MiB
v14.21.3,binaryTrees_1_original.js 21,4,1692266099,194400,node,0:42.26,3306068,767636,29140,800.0,4.7,17,4,0:42,0,65160,830876,0,184k,0,767636,289,1,280,8,0,90.5,8.9,0.0,0.6,0.0,0.0,0.0,0.0,15795.0 MiB,6066.1 MiB,2384.1 MiB,7344.7 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,12732.2 MiB
v14.21.3,binaryTrees_1_original.js 21,5,1692266100,194400,node,0:53.39,3207508,672620,29140,713.0,4.2,17,4,0:53,0,65160,733952,0,199k,0,672620,289,2,279,8,0,87.5,12.1,0.0,0.4,0.0,0.0,0.0,0.0,15795.0 MiB,6135.2 MiB,2315.0 MiB,7344.8 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,12801.3 MiB
v14.21.3,binaryTrees_1_original.js 21,6,1692266102,194400,node,1:05.90,3299156,764736,29140,679.3,4.7,17,4,1:05,0,65160,825392,0,222k,0,764736,289,1,280,8,0,93.4,6.3,0.0,0.3,0.0,0.0,0.0,0.0,15795.0 MiB,6065.2 MiB,2384.9 MiB,7344.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,12731.4 MiB
v14.21.3,binaryTrees_1_original.js 21,7,1692266104,194400,node,1:18.18,3395156,861360,29140,610.0,5.3,17,4,1:18,0,65160,922068,0,246k,0,861360,289,1,280,8,0,94.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0,15795.0 MiB,5970.0 MiB,2480.1 MiB,7344.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,12636.2 MiB
v14.21.3,binaryTrees_1_original.js 21,8,1692266105,194400,node,1:29.41,3309396,777564,29140,787.0,4.8,17,4,1:29,0,65160,836760,0,263k,0,777564,289,1,280,8,0,92.1,7.1,0.0,0.8,0.0,0.0,0.0,0.0,15795.0 MiB,6046.8 MiB,2403.3 MiB,7344.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,12713.0 MiB
v14.21.3,binaryTrees_1_original.js 21,9,1692266107,194400,node,1:41.59,3405400,873108,29140,800.0,5.4,17,7,1:41,0,65160,933236,0,286k,0,873108,289,1,280,8,0,93.5,6.2,0.0,0.3,0.0,0.0,0.0,0.0,15795.0 MiB,5971.2 MiB,2478.8 MiB,7344.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,12637.4 MiB
v14.21.3,binaryTrees_1_original.js 21,10,1692266108,194400,node,1:51.57,2781240,907444,29204,552.4,5.6,12,2,1:51,0,65160,967316,0,318k,0,907444,289,1,280,8,0,71.6,10.0,0.0,18.4,0.0,0.0,0.0,0.0,15795.0 MiB,5908.5 MiB,2541.6 MiB,7344.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,12574.7 MiB
v14.21.3,binaryTrees_1_original.js 21,11,1692266110,194400,node,1:58.61,1974772,492668,29204,422.2,3.0,9,0,1:58,0,65160,555460,0,402k,0,492668,289,1,280,8,0,51.0,7.9,0.0,41.1,0.0,0.0,0.0,0.0,15795.0 MiB,6331.3 MiB,2118.8 MiB,7344.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,12997.5 MiB
v14.21.3,binaryTrees_1_original.js 21,12,1692266111,194400,node,2:04.14,1941748,461404,29204,340.0,2.9,9,5,2:04,0,65160,523852,0,508k,0,461404,289,1,280,8,0,48.1,10.2,0.0,41.7,0.0,0.0,0.0,0.0,15795.0 MiB,6356.5 MiB,2093.5 MiB,7344.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,13022.7 MiB
v14.21.3,binaryTrees_1_original.js 21,13,1692266112,194400,node,2:09.74,1952500,470752,29204,625.0,2.9,9,5,2:09,0,65160,534376,0,602k,0,470752,289,1,280,8,0,60.2,7.8,0.0,31.9,0.0,0.0,0.0,0.0,15795.0 MiB,6374.9 MiB,2075.2 MiB,7344.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,13041.1 MiB
v14.21.3,binaryTrees_1_original.js 21,14,1692266113,194400,node,2:15.05,1902580,422084,29204,425.0,2.6,9,5,2:15,0,65160,484532,0,705k,0,422084,289,1,280,8,0,41.3,6.5,0.0,52.3,0.0,0.0,0.0,0.0,15795.0 MiB,6396.0 MiB,2054.0 MiB,7344.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,13062.3 MiB
v14.21.3,binaryTrees_1_original.js 21,15,1692266114,194400,node,2:20.52,2036980,555556,29204,668.8,3.4,9,5,2:20,0,65160,618932,0,809k,0,555556,289,1,280,8,0,63.0,6.7,0.0,30.3,0.0,0.0,0.0,0.0,15795.0 MiB,6287.0 MiB,2163.0 MiB,7344.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,12953.3 MiB
v14.21.3,binaryTrees_1_original.js 21,16,1692266116,194400,node,2:25.86,2076148,595864,29204,283.3,3.7,9,5,2:25,0,65160,658496,0,929k,0,595864,289,1,280,8,0,43.8,6.2,0.0,50.0,0.0,0.0,0.0,0.0,15795.0 MiB,6234.9 MiB,2215.2 MiB,7344.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,12901.1 MiB
v14.21.3,binaryTrees_1_original.js 21,17,1692266117,194400,node,2:31.10,2018292,537712,29204,581.2,3.3,9,5,2:31,0,65160,600300,0,1.0m,0,537712,289,1,280,8,0,55.5,10.3,0.0,34.2,0.0,0.0,0.0,0.0,15795.0 MiB,6300.6 MiB,2149.5 MiB,7344.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,12966.8 MiB
v14.21.3,binaryTrees_1_original.js 21,18,1692266118,194400,node,2:36.80,1992944,512164,29204,494.4,3.2,9,5,2:36,0,65160,574720,0,1.1m,0,512164,289,1,280,8,0,56.5,7.9,0.0,35.6,0.0,0.0,0.0,0.0,15795.0 MiB,6322.0 MiB,2128.0 MiB,7344.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,12988.2 MiB
v14.21.3,binaryTrees_1_original.js 21,19,1692266119,194400,node,2:42.51,1989620,509880,29204,427.8,3.2,9,5,2:42,0,65160,573304,0,1.2m,0,509880,289,1,280,8,0,54.0,6.7,0.0,39.3,0.0,0.0,0.0,0.0,15795.0 MiB,6327.9 MiB,2122.1 MiB,7344.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,12994.2 MiB
