version,release_date,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 43
1.8.0_362,2023-04-18,fasta.java 25000000,0,1691138077,519489,java,0:00.08,6832680,26996,17896,43.8,0.2,20,2,0:00,0,4,451592,8,2907,0,26996,304,1,287,16,0,9.9,6.9,0.0,82.4,0.8,0.0,0.0,0.0,15795.0 MiB,4166.0 MiB,2013.2 MiB,9615.8 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12984.5 MiB,
1.8.0_362,2023-04-18,fasta.java 25000000,1,1691138078,519489,java,0:00.35,6832680,26996,17896,37.5,0.2,20,2,0:00,0,4,451592,8,2909,0,26996,304,3,285,16,0,10.2,10.2,0.0,79.7,0.0,0.0,0.0,0.0,15795.0 MiB,4163.8 MiB,2015.3 MiB,9615.9 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12982.3 MiB,
1.8.0_362,2023-04-18,fasta.java 25000000,2,1691138079,519489,java,0:00.59,6832680,26996,17896,13.3,0.2,20,2,0:00,0,4,451592,8,2910,0,26996,304,2,286,16,0,10.9,5.5,0.0,83.6,0.0,0.0,0.0,0.0,15795.0 MiB,4164.5 MiB,2014.7 MiB,9615.8 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12982.9 MiB,
1.8.0_362,2023-04-18,fasta.java 25000000,3,1691138080,519489,java,0:00.95,6832680,27520,17896,40.0,0.2,20,2,0:00,0,4,452076,8,3110,0,27520,304,2,286,16,0,12.4,5.4,0.0,82.2,0.0,0.0,0.0,0.0,15795.0 MiB,4163.6 MiB,2015.5 MiB,9616.0 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12982.1 MiB,
1.8.0_362,2023-04-18,fasta.java 25000000,4,1691138081,519489,java,0:01.29,6832680,27520,17896,40.0,0.2,20,2,0:01,0,4,452076,8,3111,0,27520,304,2,286,16,0,11.0,5.5,0.0,83.5,0.0,0.0,0.0,0.0,15795.0 MiB,4162.8 MiB,2016.1 MiB,9616.0 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12981.4 MiB,
1.8.0_362,2023-04-18,fasta.java 25000000,5,1691138082,519489,java,0:01.64,6832680,27520,17896,18.8,0.2,20,2,0:01,0,4,452076,8,3111,0,27520,304,2,286,16,0,11.5,4.6,0.0,83.8,0.0,0.0,0.0,0.0,15795.0 MiB,4161.8 MiB,2016.6 MiB,9616.6 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12980.8 MiB,
1.8.0_362,2023-04-18,fasta.java 25000000,6,1691138084,519489,java,0:02.00,6832680,27768,17896,18.8,0.2,20,2,0:02,0,4,452076,8,3112,0,27768,304,1,287,16,0,13.0,3.1,0.0,83.2,0.8,0.0,0.0,0.0,15795.0 MiB,4160.4 MiB,2018.2 MiB,9616.4 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12979.3 MiB,
1.8.0_362,2023-04-18,fasta.java 25000000,7,1691138085,519489,java,0:02.38,6832680,27768,17896,25.0,0.2,20,2,0:02,0,4,452076,8,3112,0,27768,304,2,286,16,0,12.4,4.7,0.0,82.9,0.0,0.0,0.0,0.0,15795.0 MiB,4159.6 MiB,2019.0 MiB,9616.4 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12978.5 MiB,
1.8.0_362,2023-04-18,fasta.java 25000000,8,1691138086,519489,java,0:02.79,6832680,29316,18344,40.0,0.2,20,2,0:02,0,4,453160,8,3407,0,29316,304,2,286,16,0,10.3,6.3,0.0,83.3,0.0,0.0,0.0,0.0,15795.0 MiB,4159.9 MiB,2018.9 MiB,9616.2 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12978.6 MiB,
1.8.0_362,2023-04-18,fasta.java 25000000,9,1691138087,519489,java,0:03.17,6832680,29008,18344,25.0,0.2,20,2,0:03,0,4,453160,8,3407,0,29008,304,2,286,16,0,13.0,5.3,0.0,81.7,0.0,0.0,0.0,0.0,15795.0 MiB,4159.1 MiB,2019.9 MiB,9616.0 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12977.6 MiB,
1.8.0_362,2023-04-18,fasta.java 25000000,10,1691138088,519489,java,0:03.51,6832680,29008,18344,37.5,0.2,20,2,0:03,0,4,453160,8,3407,0,29008,304,2,286,16,0,11.5,6.2,0.0,81.5,0.8,0.0,0.0,0.0,15795.0 MiB,4159.6 MiB,2019.3 MiB,9616.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12978.2 MiB,
1.8.0_362,2023-04-18,fasta.java 25000000,11,1691138089,519489,java,0:03.84,6832680,29008,18344,25.0,0.2,20,2,0:03,0,4,453160,8,3407,0,29008,304,2,286,16,0,11.0,5.5,0.0,83.5,0.0,0.0,0.0,0.0,15795.0 MiB,4159.6 MiB,2019.1 MiB,9616.3 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12978.4 MiB,
1.8.0_362,2023-04-18,fasta.java 25000000,12,1691138091,519489,java,0:04.19,6832680,29008,18344,31.2,0.2,20,2,0:04,0,4,453160,8,3407,0,29008,303,2,285,16,0,11.5,6.9,0.0,81.5,0.0,0.0,0.0,0.0,15795.0 MiB,4159.1 MiB,2019.6 MiB,9616.3 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12977.8 MiB,
